scheme_id,scheme_name,min_age,max_age,gender,state,occupation,income_limit,category,education_level,disability_status,marital_status
863,Education Loan Scheme- Credit Line 2 for Minority Community,16.0,32.0,Male,Haryana,Any,,"ST,MINORITY",Any,Any,Any
864,Education Loan for Persons with Disabilities- Haryana,18.0,55.0,Male,Haryana,Any,1500000.0,ST,10th,Yes,Any
865,Educational Allowances to the Children of Widows,3.0,,Any,All India,Student,,ST,Student,Any,Widowed
866,Educational Assistance (A.B.O.C.W.W.B),,,Male,All India,"Student,Worker",,ST,Student,Any,Any
867,Educational Assistance (ANBOCWWB),,,Male,All India,Worker,,ST,PG,Any,Any
868,Educational Assistance (Scheme for the Pre-Matric and Post-Matric Scholarship to Children of Construction Workers Registered with the MBOCWWB),,,Female,All India,"Student,Worker",,"SC,ST",UG,Any,Any
869,Educational Assistance For Children Of Victims Of Crime,,,Male,Kerala,Any,,"SC,ST",UG,Any,Any
870,Educational Assistance To Children Of Prisoners,,,Any,Kerala,Any,,"SC,ST",UG,Any,Any
871,Educational Assistance To Children Of Prisoners (Pursuing Professional Course),,,Male,Kerala,Any,,"SC,ST",UG,Any,Any
872,Educational Assistance for Degree Course,,,Male,Maharashtra,"Student,Worker",,ST,UG,Any,Any
873,Educational Assistance for Government Recognised Diploma Courses,,,Male,Maharashtra,Worker,,ST,UG,Any,Any
874,Educational Assistance for Medical and Engineering Courses,,,Male,Maharashtra,"Student,Worker",,ST,Student,Any,Any
875,Educational Assistance to Children of Women Headed Families,,,Female,Kerala,Any,,"SC,ST",Any,Any,Widowed
876,Educational Assistance to the 10th to 12th Students,,,Any,Maharashtra,Worker,,ST,10th,Any,Any
877,Educational Assistance to the Children Studying in 1st to 7th and 8th to 10th Class,,,Male,Maharashtra,Worker,,"SC,ST",10th,Any,Any
878,Educational Assistance to the Children of the Registered Worker Studying in 11th and 12th Standard,,,Any,Maharashtra,Worker,,ST,Any,Any,Any
879,Educational Award Scheme - Gujarat Labour Welfare Board,,,Any,Gujarat,"Student,Labour",,"SC,ST",10th,Any,Any
880,Educational Study Scheme,,,Any,Gujarat,Any,,"SC,ST",UG,Any,Widowed
881,Eklavya Prashikshan Yojana,,,Male,All India,Student,,"SC,ST",Student,Any,Any
882,"Eklavya Prashikshan Yojana - Coaching To Scheduled Tribe Student Studying In Class Xth, XIth & XIIth",,,Male,All India,Student,,"SC,ST",Student,Any,Any
883,Emeritus Fellowship,70.0,,Any,All India,Any,,"SC,ST",Any,Any,Any
884,Employability Excellence with College Education & Learning (EXCEL),,,Any,All India,Student,,ST,Student,Any,Any
885,Employee Health Scheme,,,Male,All India,Government Employee,,ST,Any,Any,Any
886,Employees Cooperative Societies Surety Loan,,,Any,Tamil Nadu,Any,,ST,Any,Any,Any
887,Employees' Pension Scheme,50.0,58.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
888,Empower ST/SC Communities using ICT Tools through IT Knowledge Centre (ITKC),,,Any,All India,Any,,"SC,ST",Any,Any,Any
889,Encouragement Scheme for Taking Admission in Science and Contemporary Subjects,,,Any,Madhya Pradesh,Student,,"SC,ST",UG,Any,Any
890,Endeavour To Empower-Skill Development,,,Female,All India,Student,,"SC,ST",Student,Any,Any
891,Entrepreneur Support Scheme,,,Male,Kerala,Entrepreneur,,"SC,ST",Any,Any,Any
892,Entrepreneurship Development by SC & ST Women in Science Technology Engineering Mathematics,50.0,,Female,Kerala,Any,,"SC,ST",UG,Any,Any
893,Entrepreneurship and Skill Development Programme,18.0,,Female,All India,Any,,"SC,ST",Any,Any,Any
894,Establishing Aavin Parlour for Differently Abled Persons,18.0,,Any,All India,Any,,Any,Any,Yes,Any
895,Establishment of 1 to 20 Milch Animal Farm,,,Male,All India,"Farmer,Labor,Unemployed",,"SC,ST",Any,Any,Any
896,Establishment of 12 Milch Animal Farm,,,Any,All India,Farmer,,ST,Any,Any,Any
897,Establishment of 50 Milch Animals Dairy Unit,,,Any,All India,Farmer,,ST,Any,Any,Any
898,Establishment of Entrepreneur for Breed Development in Small Ruminant Sector (Sheep and Goat Farming),,,Any,All India,Farmer,,Any,Any,Any,Any
899,Establishment of Goat Unit (10 +1),,,Female,All India,Any,,"SC,ST",Any,Any,Widowed
900,Establishment of Integrated Educational Complexes,,,Male,All India,Any,,"SC,ST",Any,Any,Any
901,Establishment of Poultry Valley (Poultry Farming),,,Female,All India,Farmer,,ST,Any,Any,Any
902,Establishment of Regional Semen Production Laboratory and Semen Bank for sheep and goat,,,Any,All India,Any,,ST,Any,Any,Any
903,Ex-Gratia Grant for Disability to CAPF Personnel,,,Male,Haryana,Any,,"SC,ST",Any,Yes,Any
904,Ex-Gratia Grant for Disability to Defence Forces Personnel,,,Male,Haryana,Any,,"SC,ST",Any,Yes,Any
905,Ex-gratia Payment for the Construction Workers,18.0,60.0,Male,All India,Worker,,ST,Any,Yes,Any
906,Ex-gratia Scheme: Disability Compensation (P.B.O.C.W.W.B),18.0,60.0,Any,Punjab,Worker,,"SC,ST",Any,Yes,Any
907,Ex-gratia for Death for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
908,Ex-gratia for Permanent Disability/ Chronic Diseases/ Surgery/ Operation for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Yes,Any
909,Excellent Work Award Scheme for Social Worker of De-Notified Communities,,,Male,Madhya Pradesh,Worker,,Any,Any,Any,Any
910,Export Promotion Council Membership Reimbursement Scheme for Scheduled Caste/Scheduled Tribe,,,Any,All India,Any,,"SC,ST",Any,Any,Any
911,Exposure Visits To The Assam Legislative Assembly,,,Male,All India,Student,,"SC,ST",Student,Any,Any
912,Exposure Visits of Government of Odisha Delegates/Representatives to Singapore and Dubai,18.0,,Male,Odisha,Any,,"SC,ST",Any,Any,Any
913,Fair Recreational Activity and Non-Competitive Involvement in Sports Urban Connect Scheme (F.R.A.N.C.I.S Urban Connect Scheme),,,Any,All India,Any,,"SC,ST",Any,Any,Any
914,Fal Podharopan Yojana,,,Any,All India,Any,,"SC,ST",Any,Any,Any
915,Family Pension (BBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
916,Family Pension (DBOCWWB),,,Any,All India,Any,,Any,Any,Any,Any
917,Family Pension (GBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
918,Family Pension (HBOCWWB),,,Any,Haryana,Worker,,ST,Any,Any,Any
919,Family Pension (MBOCWWB),,,Male,All India,Worker,,ST,Any,Any,Any
920,Family Pension- Haryana Silicosis Board,,,Any,Haryana,Worker,,ST,Any,Any,Any
921,Family/ Widow Pension Scheme (P.B.O.C.W.W.B),18.0,60.0,Any,Punjab,Worker,,"SC,ST",Any,Any,Any
922,Fare for Visiting Home Town (HBOCWWB),,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
923,Farm Machinery Bank (FMB)/Farm Machinery Hub (FMH),18.0,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
924,Farm Pond (Khet Talai) Nirman Karyakram,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
925,Farm Storage Structure Scheme,,,Male,Gujarat,Farmer,,ST,Any,Any,Any
926,Farmer Suicide Ex-Gratia,,,Female,Andhra Pradesh,Farmer,,ST,Any,Any,Any
927,Farmers Accidental Insurance Scheme,5.0,70.0,Male,All India,Farmer,,ST,Any,Yes,Any
928,Farmers Interest Group (FIG),,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
929,Farmers Training,,,Any,Tamil Nadu,Farmer,,ST,Any,Any,Any
930,Farmers Training Institute Scheme,,,Any,All India,Farmer,,Any,Any,Any,Any
931,Fasal Pradarshan,,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
932,Fatal Accident Relief - Telangana,,,Any,Telangana,Worker,,ST,Any,Any,Any
933,Fawara Sanyantra,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
934,Fee Reimbursement Scheme,,,Male,Uttar Pradesh,Student,200000.0,"SC,ST",Student,Any,Any
935,Fee Waiver Scheme For SC/ST Students Pursuing Higher Education,,,Any,All India,Any,,"SC,ST",PG,Any,Any
936,Feed And Fodder Entrepreneurship Scheme,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
937,Feed Based Fisheries Scheme,,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
938,Feed The Seed,,,Any,All India,Farmer,,ST,Any,Any,Any
939,Fellowship For Superannuated Faculty Members,10.0,67.0,Male,All India,Any,,"SC,ST",UG,Any,Any
940,Fellowship Scheme for M.Phil & Ph.D for Scheduled Caste Students (Maharaja Sayajirao Gayakvad Scholarship),,,Any,Gujarat,Student,,"SC,ST",Student,Any,Any
941,Female Child Birth Gift Scheme (HPBOCWWB),18.0,60.0,Female,All India,Worker,,"SC,ST",Any,Any,Any
942,Festival Gift Coupons (Sainik Welfare),60.0,,Male,All India,Any,,"SC,ST",Any,Any,Widowed
943,Film Finance Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
944,Financial Aid For Providing Hostel Facility To Transgender Students,,,Male,Kerala,Student,,"SC,ST",Student,Any,Any
945,Financial Assistance (Kanyadaan) on the Occasion of Marriage of Daughter- Haryana Silicosis Board,,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
946,Financial Assistance For Aids And Appliances For Disabled Persons,,,Male,Maharashtra,Any,,ST,Any,Yes,Any
947,Financial Assistance For Allied Cultural Activities,,,Male,All India,Any,,"SC,ST",Any,Any,Any
948,Financial Assistance For Cultural Activities In Performing Arts For Building Grants Including Studio Theatres,3.0,,Male,All India,Any,,"SC,ST",PG,Any,Any
949,Financial Assistance For Development Of Buddhist/Tibetan Arts And Culture,,,Any,All India,Any,,"SC,ST",Any,Any,Any
950,Financial Assistance For Education Of Children Of Registered Worker (HBOCWWB),,,Female,Haryana,"Student,Labour,Worker",,"SC,ST",UG,Any,Any
951,Financial Assistance For Marriage (APB&OCWWB),21.0,,Female,All India,Labour,,ST,Any,Any,Any
952,Financial Assistance For Persons With Special Needs,0.0,60.0,Male,All India,Any,75000.0,ST,Any,Yes,Any
953,Financial Assistance For Procuring Mobility Equipment To Disabled Ex-Servicemen (All Ranks),,,Male,All India,Any,,SC,Any,Yes,Any
954,Financial Assistance For Promotion Of Guru-Shishya Parampara (Repertory Grant),,,Male,All India,Any,,"SC,ST",Any,Any,Any
955,Financial Assistance For Purchase Of Stationery To SC/ST/OBC/Minorities Students,,,Male,All India,Student,200000.0,"SC,ST,OBC",Student,Any,Any
956,Financial Assistance For The Marriage Of Daughters Of Poor Widows And Orphan Girls,5.0,18.0,Female,All India,Any,,"SC,ST",Any,Any,Any
957,Financial Assistance On Marriage Of Children (HBOCWWB),,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
958,Financial Assistance Scheme For Higher Competitive/ Entrance Examination To Scheduled Castes/ Backward Classes Students,,,Male,Haryana,Student,,"SC,ST",Student,Any,Any
959,Financial Assistance Scheme for Purchase of Agricultural Land to Scheduled Caste Farmers,15.0,,Male,Gujarat,Labour,,"SC,ST",Any,Any,Any
960,Financial Assistance To Cultural Organizations With National Presence,5.0,,Male,All India,Any,10000000.0,"SC,ST",Any,Any,Any
961,Financial Assistance To Dependent Children Of Widows And Destitute Women,3.0,18.0,Female,All India,Any,,ST,Any,Any,Widowed
962,Financial Assistance To Destitute Children Scheme,2.0,,Male,Haryana,Any,,ST,Any,Any,Any
963,Financial Assistance To Disabled Children (HBOCWWB),,,Male,Haryana,Worker,,"SC,ST",Any,Yes,Married
964,Financial Assistance To Disabled For Self Employment,18.0,50.0,Male,Maharashtra,Any,,ST,Any,Yes,Any
965,"Financial Assistance To Disabled Students Pursuing (10th, 11th, 12th Equivalent Exams)",,,Any,Kerala,Student,,"SC,ST",Student,Yes,Any
966,Financial Assistance To Ex-Convicts,,,Any,Kerala,Any,,ST,Any,Any,Any
967,Financial Assistance To Fishermen For Purchase of Fisheries Requisites (Gill Net/ River Gill Net with Accessories),,,Male,All India,Any,,ST,Any,Any,Any
968,Financial Assistance To Gad-Hanjis,2.0,3.0,Male,All India,Any,,"SC,ST",Any,Any,Any
969,Financial Assistance To Institutions/Societies Belonging To Scheduled Castes/Backward Classes,,,Male,Haryana,Any,,"SC,ST",Any,Any,Any
970,Financial Assistance To Inter-Caste Married Couples (Except SC/ST Category),2.0,,Male,Kerala,Any,,ST,Any,Any,Married
971,Financial Assistance To Kashmiri Migrants Families Scheme,,,Male,Haryana,Any,,Any,Any,Any,Any
972,Financial Assistance To Non-School Going Disabled Children Scheme,18.0,,Male,Haryana,Any,2.0,"SC,ST",Any,Yes,Any
973,Financial Assistance To Poor & Needy Widow Women,40.0,,Male,All India,Any,,ST,Any,Any,Widowed
974,Financial Assistance To Pre-primary School In Remote Areas,3.0,,Male,All India,Student,,"SC,ST",Student,Any,Any
975,Financial Assistance To Purchase Singel Net / Small Rampon Net & Its Accessories,,,Male,All India,Any,,"SC,ST,OBC",Any,Any,Any
976,Financial Assistance To Self-Employment For Trained Disabled Persons,,,Male,Maharashtra,Any,,ST,Any,Yes,Any
977,Financial Assistance To The Child Victims Of Violence Under TheNational Foundation For Communal Harmony,18.0,21.0,Male,All India,Any,,ST,Any,Any,Any
978,Financial Assistance To Visually Impaired Advocates,,,Any,Kerala,Any,,ST,Any,Any,Any
979,Financial Assistance To Women And Girl Acid Attack Victims,3.0,,Female,Haryana,Any,,ST,Any,Yes,Any
980,Financial Assistance Under The National Fund For Persons With Disabilities,2.0,,Male,All India,Any,300000.0,ST,Any,Yes,Any
981,Financial Assistance as Shagun in Marriage of Man Workers or Son of Workers - Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Married
982,Financial Assistance for Artificial Limbs to Workers and their Dependents- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,ST,Any,Yes,Any
983,Financial Assistance for Coaching Classes (HBOCWWB),,,Male,Haryana,Worker,,ST,Any,Any,Any
984,Financial Assistance for Coaching- Haryana Labour Welfare Board,,,Female,Haryana,"Student,Labour,Worker",,"SC,ST",Student,Any,Any
985,Financial Assistance for Construction/ Purchase of Wooden/ FRP Fishing Vessel (Canoe) for Fishermen,5.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
986,Financial Assistance for Cremation (BBOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
987,Financial Assistance for Education (GBOCWWB),18.0,60.0,Any,All India,Worker,,ST,Any,Any,Any
988,Financial Assistance for Education for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
989,Financial Assistance for Education of Children of Beneficiary,,,Male,All India,"Student,Labour,Worker",,"SC,ST",PG,Any,Any
990,Financial Assistance for Education of Children of Registered Construction Worker,,,Any,All India,"Student,Worker",,"SC,ST",Student,Any,Any
991,Financial Assistance for Education of Self/ Children of Beneficiaries,18.0,60.0,Any,West Bengal,Worker,,"SC,ST",Any,Any,Any
992,Financial Assistance for Education- Haryana Silicosis Board,,,Female,Haryana,Worker,,"SC,ST",UG,Any,Any
993,Financial Assistance for Encouraging Worker's Children's Participation in Cultural Activities- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
994,Financial Assistance for Encouraging Worker's Children's Participation in Sports Activities- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
995,Financial Assistance for Funeral Expenses (JKBOCWWB),,,Any,All India,Worker,,"SC,ST",Any,Any,Any
996,Financial Assistance for Girl Child Attend Her Age of 18,,,Female,Maharashtra,Worker,,ST,Any,Any,Any
997,Financial Assistance for Hostel Facility in Professional/Technical Institutions (HBOCWWB),,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
998,Financial Assistance for Marriage (BBOCWWB),,,Female,All India,Worker,,"SC,ST",Any,Any,Any
999,Financial Assistance for Marriage (GBOCWWB),3.0,,Female,All India,Worker,,"SC,ST",Any,Any,Any
1000,Financial Assistance for Marriage (HPBOCWWB),18.0,60.0,Any,All India,Worker,,"SC,ST",Any,Any,Married
1001,Financial Assistance for Marriage for the Construction Workers,18.0,60.0,Female,All India,Worker,,ST,Any,Any,Any
1002,Financial Assistance for Marriage of Poor Scheduled Caste Brides,18.0,21.0,Any,All India,Any,,"SC,ST",Any,Any,Any
1003,Financial Assistance for Medical (JKBOCWWB),18.0,60.0,Any,All India,Worker,,"SC,ST",Any,Yes,Any
1004,Financial Assistance for Medical Treatment of Journalists,5.0,,Male,Tamil Nadu,Any,,ST,Any,Any,Any
1005,Financial Assistance for Miscarriage for the Construction Workers,18.0,60.0,Female,All India,Worker,,"SC,ST",Any,Any,Any
1006,Financial Assistance for Natural Death,,,Any,Maharashtra,Worker,,ST,Any,Any,Any
1007,Financial Assistance for Normal Delivery and Surgical Delivery,,,Female,All India,Worker,,ST,Any,Any,Any
1008,Financial Assistance for Private Self-Financed Technical Institutions,5.0,,Male,All India,Any,,ST,Any,Any,Any
1009,Financial Assistance for Professional/Technical Courses (HBOCWWB),,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
1010,Financial Assistance for Purchase of Barrier Net and its Accessories,,,Male,All India,Any,,Any,Any,Any,Any
1011,Financial Assistance for Purchase of Fuel (Petrol) to the Fishermen for Operation of Out Board Motors,,,Male,All India,Any,,ST,Any,Any,Any
1012,"Financial Assistance for Purchase of Spectacles, Denture, Hearing Aid (CBOCWWB)",,,Male,Punjab,Labour,,"SC,ST",Any,Any,Any
1013,Financial Assistance for Purchase of Stake Net and its Accessories,,,Male,All India,Any,,ST,Any,Any,Any
1014,"Financial Assistance for Purchasing School Uniforms, Books and Notebooks from Class 1st to 12th for Children of Workers- Haryana Labour Welfare Board",,,Female,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
1015,Financial Assistance for Registered Fishermen Society,,,Male,All India,Any,,ST,Any,Any,Any
1016,Financial Assistance for Self-Marriage of Registered Women Workers (HBOCWWB),,,Female,Haryana,Worker,,ST,Any,Any,Any
1017,Financial Assistance for Setting up Crab Culture Unit,,,Male,All India,Farmer,,ST,Any,Any,Any
1018,Financial Assistance for Stage III & IV Cancer Patients,,,Male,Haryana,Any,,"SC,ST",Any,Any,Any
1019,Financial Assistance for Studies (BBOCWWB),,,Male,All India,Worker,,ST,Any,Any,Any
1020,Financial Assistance for Treatment of Chronic Diseases (HBOCWWB),,,Male,Haryana,Worker,,"SC,ST",Any,Any,Any
1021,Financial Assistance for Try Cycle to Workers and their Dependents - Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
1022,Financial Assistance for Widow or Widower of Registered Construction Worker,,,Any,Maharashtra,Worker,,ST,Any,Any,Widowed
1023,Financial Assistance for Working Women Workers or Wives of Male Workers for Maternity- Haryana Labour Welfare Board,1.0,,Female,Haryana,"Labour,Worker",,ST,Any,Any,Any
1024,Financial Assistance for setting up of Ornamental Fish Unit in Goa,,,Male,All India,Farmer,,ST,Any,Any,Any
1025,Financial Assistance for the Education of Children of the Beneficiary (O.B.O.C.W.W.B),18.0,60.0,Any,Odisha,Worker,,"SC,ST",Any,Any,Any
1026,Financial Assistance for the Marriage of Daughters of Widows/Destitute Women belonging to the Scheduled Caste,3.0,18.0,Any,All India,Any,,"SC,ST",Any,Any,Any
1027,Financial Assistance for the Purchase of Lifejackets and Lifebuoys for Fishermen,,,Male,All India,Any,,Any,Any,Any,Any
1028,Financial Assistance for the Purchase of Sewing Machine (CBOCWWB),,,Female,Punjab,"Labour,Worker",,"SC,ST",Any,Any,Any
1029,"Financial Assistance for the Treatment of Blind, Disabled, Deaf, Dumb, or Mentally Challenged Ex-Servicemen and their Dependents (Wife and Children)",,,Male,Rajasthan,Any,,"SC,ST",Any,Yes,Widowed
1030,Financial Assistance in Marriage of Women Workers or Daughters of Workers- Haryana Labour Welfare Board,,,Female,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
1031,Financial Assistance of Hearing Machine/Hearing Aid to Workers and their Dependents- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,ST,Any,Any,Any
1032,Financial Assistance on Death/Disablement of Beneficiary (CBOCWWB),,,Male,Punjab,"Labour,Worker",,"SC,ST",Any,Yes,Widowed
1033,Financial Assistance on Marriage of Sons- Haryana Silicosis Board,,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
1034,Financial Assistance on the Natural Death of Differently Abled Person,,,Any,All India,Any,,ST,Any,Yes,Any
1035,Financial Assistance to 75% or Permanent Disability,,,Male,Maharashtra,Worker,,ST,Any,Yes,Any
1036,Financial Assistance to Blind Ex-Servicemen,,,Male,Haryana,Any,,"SC,ST",Any,Any,Any
1037,Financial Assistance to Brackish Water Aquaculture Farms,,,Any,All India,Farmer,,ST,Any,Any,Any
1038,Financial Assistance to Disabled Ex-Servicemen,,,Male,Haryana,Any,,"SC,ST",Any,Yes,Any
1039,Financial Assistance to Ex-Servicemen of and above the Age of 60 Years and their Widows,60.0,,Male,Haryana,Any,,"SC,ST",Any,Any,Widowed
1040,Financial Assistance to Former Sports Person of UP,,,Any,Uttar Pradesh,Any,,SC,Any,Any,Any
1041,Financial Assistance to Fresh Water Aquaculture Farms,,,Any,All India,Farmer,,ST,Any,Any,Any
1042,Financial Assistance to Indigent Artistes,50.0,,Any,All India,Any,,"SC,ST",Any,Any,Any
1043,Financial Assistance to Indigent Tamil Scholars,58.0,,Any,All India,Any,,ST,Any,Any,Any
